,open,high,low,close,adjclose,volume,ticker,adjclose_1,true_adjclose_1,buy_profit,sell_profit
2014-03-12,23.989999771118164,24.579999923706055,23.020000457763672,23.290000915527344,16.750823974609375,508100,AMC,17.486427,17.167980194091797,0.4171562194824219,0.0
2014-03-19,23.899999618530273,23.899999618530273,23.190000534057617,23.579999923706055,16.959394454956055,569200,AMC,17.277653,16.909053802490234,-0.05034065246582031,0.0
2014-03-21,23.280000686645508,23.690000534057617,22.81999969482422,23.059999465942383,16.585399627685547,1645900,AMC,17.059626,16.671707153320312,0.08630752563476562,0.0
2014-03-24,23.0,23.229999542236328,22.299999237060547,23.18000030517578,16.671707153320312,385500,AMC,16.904623,17.26866912841797,0.5969619750976562,0.0
2014-03-27,23.770000457763672,24.06999969482422,23.260000228881836,23.420000076293945,16.84432029724121,284300,AMC,16.67405,17.189550399780273,0.0,-0.3452301025390625
2014-04-07,23.010000228881836,23.15999984741211,22.540000915527344,23.020000457763672,16.55663299560547,238500,AMC,17.029564,17.239898681640625,0.6832656860351562,0.0
2014-04-29,22.729999542236328,22.829999923706055,22.139999389648438,22.479999542236328,16.16824722290039,151000,AMC,16.154022,16.6429386138916,0.0,-0.47469139099121094
2014-05-12,21.18000030517578,21.709999084472656,21.0,21.610000610351562,15.542512893676758,189700,AMC,15.855855,15.578481674194338,0.0359687805175799,0.0
2014-05-15,21.299999237060547,21.6299991607666,21.25,21.459999084472656,15.434633255004883,195300,AMC,15.322003,15.297986030578615,0.0,0.13664722442626775
2014-05-16,21.40999984741211,21.450000762939453,21.1299991607666,21.270000457763672,15.297986030578613,262400,AMC,15.219732,15.794249534606935,0.0,-0.4962635040283221
2014-05-19,21.25,22.049999237060547,21.190000534057617,21.959999084472656,15.794249534606934,156400,AMC,15.163382,15.794249534606935,0.0,-1.7763568394002505e-15
2014-05-20,21.989999771118164,22.079999923706055,21.770000457763672,21.959999084472656,15.794249534606934,160800,AMC,15.163523,15.880553245544435,0.0,-0.08630371093750178
2014-05-28,23.18000030517578,23.239999771118164,22.389999389648438,23.0,16.54224967956543,192100,AMC,15.762654,16.283321380615234,0.0,0.2589282989501953
2014-06-06,23.110000610351562,24.280000686645508,23.010000228881836,24.0,17.41587257385254,415100,AMC,16.129477,17.546491622924805,0.0,-0.13061904907226562
2014-06-12,24.1200008392334,24.229999542236328,23.68000030517578,24.049999237060547,17.452150344848633,119300,AMC,16.799704,17.575515747070312,0.0,-0.12336540222167969
2014-06-25,24.1200008392334,24.450000762939453,24.0,24.440000534057617,17.735158920288086,91900,AMC,17.408829,17.807723999023438,0.0,-0.07256507873535156
2014-06-27,24.389999389648438,24.719999313354492,24.25,24.610000610351562,17.858522415161133,358400,AMC,17.406298,18.047197341918945,0.0,-0.1886749267578125
2014-07-07,24.75,24.75,24.040000915527344,24.06999969482422,17.466665267944336,147200,AMC,17.545937,17.118349075317383,-0.3483161926269531,0.0
2014-07-11,23.280000686645508,23.469999313354492,23.100000381469727,23.280000686645508,16.89339256286621,89600,AMC,17.133331,16.733749389648438,-0.15964317321777344,0.0
2014-07-15,23.0,23.15999984741211,22.270000457763672,22.3700008392334,16.233043670654297,129700,AMC,16.808054,16.17498779296875,-0.058055877685546875,0.0
2014-07-18,22.43000030517578,22.770000457763672,22.149999618530273,22.530000686645508,16.349151611328125,279000,AMC,16.281055,16.43622398376465,0.0,-0.08707237243652344
2014-07-25,22.440000534057617,23.059999465942383,22.440000534057617,23.010000228881836,16.69746208190918,174700,AMC,16.088005,16.748260498046875,0.0,-0.05079841613769531
2014-07-30,22.649999618530273,22.760000228881836,22.299999237060547,22.510000228881836,16.33463478088379,153600,AMC,16.22201,16.42896842956543,0.0,-0.09433364868164062
2014-07-31,23.25,23.25,22.09000015258789,22.639999389648438,16.42896842956543,308900,AMC,16.242931,16.69021224975586,0.0,-0.2612438201904297
2014-08-04,23.110000610351562,23.3799991607666,22.690000534057617,23.360000610351562,16.951444625854492,214000,AMC,16.281403,16.806310653686523,0.0,0.14513397216796875
2014-08-13,23.3700008392334,23.40999984741211,23.010000228881836,23.09000015258789,16.755523681640625,83200,AMC,16.698383,16.50153923034668,0.0,0.2539844512939453
2014-09-10,24.59000015258789,24.59000015258789,24.270000457763672,24.530000686645508,17.9504337310791,181900,AMC,17.4035,18.008974075317383,0.0,-0.05854034423828125
2014-09-12,24.549999237060547,24.700000762939453,24.020000457763672,24.610000610351562,18.008974075317383,402000,AMC,17.585062,18.001659393310547,0.0,0.0073146820068359375
2014-09-30,23.3799991607666,23.559999465942383,22.709999084472656,22.989999771118164,16.823501586914062,199300,AMC,17.042183,16.764955520629883,-0.05854606628417969,0.0
2014-10-01,23.0,23.06999969482422,22.760000228881836,22.90999984741211,16.764955520629883,273300,AMC,16.894474,16.977170944213867,0.21221542358398438,0.0
2014-10-02,22.860000610351562,23.260000228881836,22.450000762939453,23.200000762939453,16.977170944213867,243100,AMC,16.766264,17.130844116210938,0.0,-0.1536731719970703
2014-10-09,22.559999465942383,22.6200008392334,22.18000030517578,22.299999237060547,16.318574905395508,89100,AMC,16.502296,15.92341899871826,-0.39515590667724787,0.0
